obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	J_i	J_k	Type	tp_ref	line_ref	
"578.4034"	"578.40329"	"2"	""		"4.17769679"	"6.32066224"	"5"	"4"		""	"L11631"	
"578.46580"	"578.46577"	"95"	"6.50e+04"	C+	"3.39650880"	"5.53924278"	"3"	"4"		"T5783"	"L11631"	
"578.5171"	"578.51676"	"1"	""		"3.63521992"	"5.77776507"	"1"	"1"		""	"L11631"	
"578.5520"	"578.55184"	"2"	""		"5.30848946"	"7.4509047"	"5"	"4"		""	"L11631"	
"578.56577"	"578.56570"	"14"	""		"4.98804995"	"7.1304138"	"2"	"3"		""	"L11631"	
"578.6991"	"578.69897"	"3"	""		"4.25622280"	"6.39809335"	"3"	"3"		""	"L11631"	
"578.7962"	"578.79670"	"3bl"	""		"4.17769679"	"6.31920567"	"5"	"6"		""	"L11631"	
"579.0406"	"579.04079"	"14"	""		"5.08559017"	"7.2261963"	"2"	"1"		""	"L11631"	
"579.10176"	"579.10170"	"162"	"1.29e+05"	D+	"3.21118938"	"5.35157038"	"4"	"4"		"T5720"	"L11631"	
"579.11937"	"579.11921"	"5"	""		"5.02027939"	"7.1605957"	"0"	"1"		""	"L11631"	
"579.15235"	"579.15236"	"19"	""		"4.58438864"	"6.72458242"	"3"	"4"		""	"L11631"	
"579.1851"	"579.18558"	"2"	""		"5.06740926"	"7.20748030"	"2"	"2"		""	"L11631"	
"579.3678"	"579.36787"	"2"	""		"4.59311043"	"6.73250811"	"4"	"4"		""	"L11631"	
"579.39144"	"579.39144"	"110"	"6.1e+05"	E	"4.22036211"	"6.35967275"	"4"	"3"		"T2578n"	"L11631"	
"579.6430"	"579.64309"	"2"	""		"4.60695104"	"6.74533292"	"2"	"3"		""	"L11631"	
"579.6659"	"579.66588"	"3"	""		"4.19086081"	"6.32915863"	"2"	"1"		""	"L11631"	
"579.81710"	"579.81710"	"170"	"5.7e+05"	E	"3.92860683"	"6.06634697"	"2"	"2"		"T2578n"	"L11631"	
"580.12685"	"580.12705"	"4"	""		"5.09954435"	"7.2361423"	"1"	"1"		""	"L11631"	
"580.40346"	"580.40340"	"89"	"1.6e+05"	E	"3.88160368"	"6.01718438"	"4"	"3"		"T2578n"	"L11631"	
"580.44623"	"580.44633"	"25"	"2.8e+05"	E	"4.28330826"	"6.41873101"	"2"	"3"		"T2578n"	"L11631"	
"580.57567"	"580.57564"	"15"	""		"5.03306811"	"7.16801526"	"4"	"3"		""	"L11631"	
"580.6626"	"580.66268"	"4"	""		"4.91297355"	"7.04760069"	"4"	"5"		""	"L11631"	
"580.67245"	"580.67249"	"204"	"2.7e+06"	D	"4.60759327"	"6.74218434"	"3"	"3"		"T2578n"	"L11631"	
"580.77834"	"580.77831"	"13"	""		"3.29183986"	"5.42604198"	"0"	"1"		""	"L11631"	
"580.79751"	"580.79755"	"6"	""		"4.60759327"	"6.74172473"	"3"	"2"		""	"L11631"	
"580.91549"	"580.91553"	"19"	""		"3.69459719"	"5.82829520"	"4"	"5"		""	"L11631"	
"580.92177"	"580.92171"	"219"	"4.5e+05"	E	"3.88350907"	"6.01718438"	"3"	"3"		"T2578n"	"L11631"	
"580.9882"	"580.98808"	"2"	""		"4.28330826"	"6.41673983"	"2"	"1"		""	"L11631"	
"580.99709"	"580.99717"	"5"	""		"3.57321890"	"5.70661711"	"5"	"6"		""	"L11631"	
"581.19141"	"581.19142"	"56"	""		"4.14264893"	"6.27533411"	"3"	"4"		""	"L11631"	
"581.2445"	"581.24447"	"3"	""		"4.55852281"	"6.69101333"	"3"	"2"		""	"L11631"	
"581.3330"	"581.33312"	"1"	""		"4.19086081"	"6.32302612"	"2"	"2"		""	"L11631"	
"581.40077"	"581.40074"	"6"	""		"5.08559017"	"7.21750752"	"2"	"2"		""	"L11631"	
"581.48071"	"581.48069"	"63"	"4.6e+05"	E	"4.28330826"	"6.41493251"	"2"	"2"		"T2578n"	"L11631"	
"581.5217"	"581.52168"	"20bl*"	"1.0e+05"	E	"4.15435379"	"6.28582776"	"3"	"2"		"T2578n"	"L11631"	
"581.5217"	"581.52222"	"20bl*"	""		"4.59311043"	"6.72458242"	"4"	"4"		""	"L11631"	
"581.5514"	"581.55131"	"1"	""		"4.29441489"	"6.42578026"	"2"	"2"		""	"L11631"	
"581.5628"	"581.56255"	"4"	""		"4.95563019"	"7.08695439"	"3"	"3"		""	"L11631"	
"581.60605"	"581.60680"	"26"	""		"4.29441489"	"6.42557692"	"2"	"3"		""	"L11631"	
"581.63732"	"581.63725"	"447"	"4.49e+06"	B	"4.54850612"	"6.67955657"	"4"	"5"		"T5720"	"L11631"	
"581.70761"	"581.70755"	"18"	""		"4.95563019"	"7.08642312"	"3"	"4"		""	"L11631"	
"581.9280"	"581.92781"	"1"	""		"4.22036211"	"6.35034852"	"4"	"3"		""	"L11631"	
"582.1889"	"582.18879"	"7"	""		"4.98804995"	"7.11708156"	"2"	"2"		""	"L11631"	
"582.6638"	"582.66367"	"4"	""		"4.28330826"	"6.41060472"	"2"	"2"		""	"L11631"	
"582.7454"	"582.74538"	"6"	""		"4.95563019"	"7.08262833"	"3"	"4"		""	"L11631"	
"582.78767"	"582.78768"	"21"	""		"3.28302483"	"5.40986861"	"1"	"2"		""	"L11631"	
"582.84041"	"582.84024"	"55"	""		"5.09954435"	"7.2261963"	"1"	"1"		""	"L11631"	
"583.3359"	"583.33555"	"1"	""		"4.17769679"	"6.30254306"	"5"	"5"		""	"L11631"	
"583.39263"	"583.39250"	"14"	""		"2.60850194"	"4.73314079"	"2"	"3"		""	"L11631"	
"583.40294"	"583.40251"	"28"	""		"4.91297355"	"7.03757595"	"4"	"5"		""	"L11631"	
"583.51004"	"583.50997"	"28"	""		"4.25622280"	"6.38043390"	"3"	"4"		""	"L11631"	
"583.54175"	"583.54182"	"7"	""		"5.06378173"	"7.1878769"	"3"	"2"		""	"L11631"	
"583.5496"	"583.54921"	"12bl"	""		"4.25622280"	"6.38029108"	"3"	"3"		""	"L11631"	
"583.55731"	"583.55725"	"5"	""		"2.83159117"	"4.95563019"	"2"	"3"		""	"L11631"	
"583.6755"	"583.6759"	"1"	""		"5.06740926"	"7.1910167"	"2"	"2"		""	"L11631"	
"583.77009"	"583.77009"	"42"	""		"4.29441489"	"6.41767950"	"2"	"2"		""	"L11631"	
"583.81410"	"583.81407"	"7"	""		"5.00952178"	"7.13262645"	"1"	"2"		""	"L11631"	
"583.83714"	"583.83715"	"44"	"2.0e+05"	E	"3.94332623"	"6.06634697"	"3"	"2"		"T2578n"	"L11631"	
"584.11341"	""	"59"	""		""	""	""	""		""	"L11631"	
"584.2027"	"584.20279"	"1"	""		"4.17769679"	"6.29938878"	"5"	"4"		""	"L11631"	
"584.3152"	"584.31438"	"1"	""		"4.22036211"	"6.34164892"	"4"	"3"		""	"L11631"	
"584.3226"	"584.32295"	"1"	""		"3.26711257"	"5.38836827"	"5"	"5"		""	"L11631"	
"584.49185"	"584.49182"	"5"	""		"4.15435379"	"6.27499663"	"3"	"3"		""	"L11631"	
"584.52865"	"584.52862"	"8"	""		"5.03306811"	"7.15357742"	"4"	"4"		""	"L11631"	
"584.5962"	"584.59606"	"5"	""		"4.91297355"	"7.03323823"	"4"	"3"		""	"L11631"	
"584.80661"	"584.80662"	"25"	""		"3.26570610"	"5.38520741"	"2"	"3"		""	"L11631"	
"584.81291"	"584.81260"	"79"	""		"4.60759327"	"6.72707289"	"3"	"2"		""	"L11631"	
"584.91846"	"584.91837"	"10"	""		"3.26711257"	"5.3862090"	"5"	"4"		""	"L11631"	
"584.96837"	"584.96830"	"19"	""		"3.69459719"	"5.81351269"	"4"	"4"		""	"L11631"	
"585.0090"	"585.00921"	"2"	""		"4.98804995"	"7.1068173"	"2"	"1"		""	"L11631"	
"585.12048"	"585.12042"	"5"	""		"4.95563019"	"7.07399482"	"3"	"3"		""	"L11631"	
"585.22184"	"585.22181"	"129"	"1.1e+06"	E	"4.54850612"	"6.66650376"	"4"	"4"		"T2578n"	"L11631"	
"585.31479"	"585.31493"	"41"	""		"1.48486439"	"3.60252504"	"4"	"3"		""	"L11631"	
"585.36822"	"585.36823"	"8"	""		"4.19086081"	"6.30832866"	"2"	"1"		""	"L11631"	
"585.4630"	"585.46274"	"2"	""		"4.47327202"	"6.59039805"	"3"	"4"		""	"L11631"	
"585.50762"	"585.50752"	"76"	"7.19e+05"	B	"4.60759327"	"6.72455738"	"3"	"4"		"T6110"	"L11631"	
"585.60876"	"585.60877"	"115"	"1.83e+06"	C	"4.29441489"	"6.41101300"	"2"	"2"		"T5720"	"L11631"	
"585.82650"	"585.82651"	"6"	""		"2.43269470"	"4.54850612"	"5"	"4"		""	"L11631"	
"585.87776"	"585.87783"	"25"	""		"4.22036211"	"6.33598817"	"4"	"5"		""	"L11631"	
"585.92339"	"585.92336"	"7"	""		"4.30127816"	"6.41673983"	"1"	"1"		""	"L11631"	
"585.95863"	"585.95857"	"540"	""		"4.54850612"	"6.66384071"	"4"	"3"		""	"L11631"	
"585.9954"	"585.99566"	"2"	""		"4.19086081"	"6.30606149"	"2"	"3"		""	"L11631"	
"586.11092"	"586.11082"	"16"	""		"4.28330826"	"6.39809335"	"2"	"3"		""	"L11631"	
"586.23561"	"586.23558"	"890"	""		"4.54850612"	"6.66284114"	"4"	"5"		""	"L11631"	
"586.42440"	"586.42437"	"14"	""		"4.30127816"	"6.41493251"	"1"	"2"		""	"L11631"	
"586.4396"	"586.43920"	"2"	""		"4.91297355"	"7.02657446"	"4"	"4"		""	"L11631"	
"586.62330"	"586.62323"	"4"	""		"4.58438864"	"6.69732648"	"3"	"4"		""	"L11631"	
"586.6445"	"586.64389"	"1"	""		"4.25622280"	"6.36908625"	"3"	"2"		""	"L11631"	
"586.6990"	"586.69901"	"2"	""		"4.63819369"	"6.75085864"	"1"	"1"		""	"L11631"	
"587.13033"	"587.13034"	"7"	""		"4.15435379"	"6.26546671"	"3"	"3"		""	"L11631"	
"587.2726"	"587.27268"	"1"	""		"3.24096914"	"5.35157038"	"3"	"4"		""	"L11631"	
"587.32125"	"587.32122"	"37"	""		"4.25622280"	"6.36664959"	"3"	"4"		""	"L11631"	
"587.6133"	"587.61366"	"1"	""		"3.57321890"	"5.68259542"	"5"	"4"		""	"L11631"	
"587.62778"	"587.62758"	"10"	""		"4.30127816"	"6.41060472"	"1"	"2"		""	"L11631"	
"587.7788"	"587.77935"	"105bl"	""		"4.17769679"	"6.28647868"	"5"	"5"		""	"L11631"	
"587.9487"	"587.94846"	"18bl*"	""		"4.96581946"	"7.07399482"	"2"	"3"		""	"L11631"	
"587.9487"	"587.94874"	"18bl*"	"2.1e+05"	E	"4.60695104"	"6.71512541"	"2"	"3"		"T2578n"	"L11631"	
"588.00268"	"588.00268"	"23"	""		"4.55852281"	"6.66650376"	"3"	"4"		""	"L11631"	
"588.12797"	"588.12791"	"28"	""		"4.60759327"	"6.71512541"	"3"	"3"		""	"L11631"	
"588.1751"	"588.17507"	"1"	""		"2.17594512"	"4.28330826"	"3"	"2"		""	"L11631"	
"588.3075"	"588.30732"	"2"	""		"4.29441489"	"6.40130429"	"2"	"2"		""	"L11631"	
"588.38166"	"588.38163"	"520"	"1.9e+06"	D	"3.95972364"	"6.06634697"	"1"	"2"		"T2578n"	"L11631"	
"588.6816"	"588.68150"	"2"	""		"4.98804995"	"7.09360019"	"2"	"1"		""	"L11631"	
"588.74643"	"588.74647"	"6"	""		"4.55852281"	"6.66384071"	"3"	"3"		""	"L11631"	
"588.8817"	"588.88182"	"2"	""		"4.63819369"	"6.74302768"	"1"	"1"		""	"L11631"	
"588.9389"	"588.93892"	"2"	""		"4.60695104"	"6.71158094"	"2"	"1"		""	"L11631"	
"589.0496"	"589.04986"	"2"	""		"5.06378173"	"7.16801526"	"3"	"3"		""	"L11631"	
"589.11755"	"589.11755"	"35"	""		"4.65203107"	"6.75602283"	"2"	"3"		""	"L11631"	
"589.18782"	"589.18769"	"17"	""		"4.59311043"	"6.69685175"	"4"	"5"		""	"L11631"	
"589.24648"	"589.24659"	"7"	""		"4.63819369"	"6.74172473"	"1"	"2"		""	"L11631"	
"589.26933"	"589.26930"	"40"	""		"4.25622280"	"6.35967275"	"3"	"3"		""	"L11631"	
"589.2801"	"589.28000"	"1"	""		"2.19786640"	"4.30127816"	"2"	"1"		""	"L11631"	
"589.32345"	"589.32346"	"4"	""		"4.21758325"	"6.32083991"	"1"	"0"		""	"L11631"	
"589.5017"	"589.50155"	"1"	""		"4.59311043"	"6.69573167"	"4"	"3"		""	"L11631"	
"589.51629"	"589.51626"	"4"	""		"3.54652001"	"5.64908881"	"2"	"3"		""	"L11631"	
"589.6743"	"589.67357"	"1bl"	""		"5.10547240"	"7.20748030"	"1"	"2"		""	"L11631"	
"589.7752"	"589.77448"	"1"	""		"4.58004944"	"6.68169765"	"2"	"3"		""	"L11631"	
"589.82149"	"589.82156"	"23"	""		"4.73314079"	"6.83462125"	"3"	"3"		""	"L11631"	
"589.8510"	"589.85000"	"1bl*"	""		"4.98504395"	"7.08642312"	"3"	"4"		""	"L11631"	
"589.8510"	"589.85038"	"1bl*"	""		"5.06378173"	"7.16515953"	"3"	"2"		""	"L11631"	
"589.90631"	"589.90610"	"4"	""		"3.54652001"	"5.64769932"	"2"	"1"		""	"L11631"	
"590.15310"	"590.15304"	"14"	""		"4.22036211"	"6.32066224"	"4"	"4"		""	"L11631"	
"590.1742"	"590.17516"	"2"	""		"5.01168158"	"7.11190298"	"4"	"3"		""	"L11631"	
"590.24732"	"590.24725"	"40"	""		"4.59311043"	"6.6930753"	"4"	"5"		""	"L11631"	
"590.56716"	"590.56710"	"288"	"1.1e+07"	D	"4.65203107"	"6.75085864"	"2"	"1"		"T2578n"	"L11631"	
"590.6255"	"590.62578"	"1"	""		"4.23053960"	"6.32915863"	"0"	"1"		""	"L11631"	
"590.68427"	"590.68420"	"24"	""		"4.91297355"	"7.01138503"	"4"	"5"		""	"L11631"	
"590.78630"	"590.78627"	"16"	""		"3.69459719"	"5.79264615"	"4"	"4"		""	"L11631"	
"590.9844"	"590.98436"	"2"	""		"5.03306811"	"7.1304138"	"4"	"3"		""	"L11631"	
"590.99732"	"590.99722"	"71"	"4.49e+04"	C+	"3.21118938"	"5.30848946"	"4"	"5"		"T6110"	"L11631"	
"591.41117"	"591.41114"	"550"	""		"4.60759327"	"6.70342551"	"3"	"2"		""	"L11631"	
"591.42009"	"591.42006"	"740"	""		"4.60759327"	"6.70339390"	"3"	"4"		""	"L11631"	
"591.6040"	"591.60306"	"2"	""		"4.99127081"	"7.08642312"	"5"	"4"		""	"L11631"	
"591.62470"	"591.62470"	"309"	"2.15e+04"	B	"2.45343044"	"4.54850612"	"4"	"4"		"T4187"	"L11631"	
"591.6550"	"591.65541"	"1"	""		"4.19086081"	"6.28582776"	"2"	"2"		""	"L11631"	
"591.8932"	"591.89308"	"4"	""		"4.25622280"	"6.35034852"	"3"	"3"		""	"L11631"	
"592.0503"	"592.04991"	"2"	""		"3.23672008"	"5.33029109"	"6"	"5"		""	"L11631"	
"592.3515"	"592.35157"	"2"	""		"4.98504395"	"7.07754882"	"3"	"3"		""	"L11631"	
"592.3749"	"592.37487"	"3"	""		"4.58438864"	"6.67681119"	"3"	"4"		""	"L11631"	
"592.6823"	"592.68252"	"1"	""		"4.58004944"	"6.67138589"	"2"	"1"		""	"L11631"	
"592.77887"	"592.77884"	"129"	"5.4e+06"	E	"4.65203107"	"6.74302768"	"2"	"1"		"T2578n"	"L11631"	
"592.96768"	"592.96758"	"123"	"1.1e+06"	E	"4.54850612"	"6.63883718"	"4"	"3"		"T2578n"	"L11631"	
"593.01795"	"593.01802"	"1070"	""		"4.65203107"	"6.74218434"	"2"	"3"		""	"L11631"	
"593.1890"	"593.18921"	"3"	""		"4.07581091"	"6.16536100"	"4"	"4"		""	"L11631"	
"593.3800"	"593.37972"	"8"	""		"4.63819369"	"6.72707289"	"1"	"2"		""	"L11631"	
"593.46546"	"593.46542"	"740"	"2.0e+06"	D	"3.92860683"	"6.01718438"	"2"	"3"		"T2578n"	"L11631"	
"593.5129"	"593.51313"	"2"	""		"4.58004944"	"6.66845912"	"2"	"3"		""	"L11631"	
"593.6937"	"593.69377"	"1"	""		"4.98804995"	"7.07582420"	"2"	"3"		""	"L11631"	
"593.9240"	"593.92384"	"1"	""		"3.30140276"	"5.38836827"	"4"	"5"		""	"L11631"	
"594.0452"	"594.04556"	"1"	""		"5.02027939"	"7.1068173"	"0"	"1"		""	"L11631"	
"594.09911"	"594.09908"	"38"	""		"4.17769679"	"6.26404671"	"5"	"6"		""	"L11631"	
"594.31003"	"594.31011"	"17"	""		"4.18636440"	"6.27197352"	"2"	"3"		""	"L11631"	
"594.35780"	"594.35777"	"10"	""		"2.19786640"	"4.28330826"	"2"	"2"		""	"L11631"	
"594.3624"	"594.36226"	"4bl"	""		"4.25622280"	"6.34164892"	"3"	"3"		""	"L11631"	
"594.5390"	"594.53900"	"1"	""		"3.30140276"	"5.3862090"	"4"	"4"		""	"L11631"	
"594.75111"	"594.75122"	"14"	""		"4.60695104"	"6.69101333"	"2"	"2"		""	"L11631"	
"594.9279"	"594.92811"	"59bl"	""		"0.91460217"	"2.99804479"	"4"	"3"		""	"L11631"	
"594.93466"	"594.93456"	"81"	""		"4.60759327"	"6.69101333"	"3"	"2"		""	"L11631"	
"595.14532"	"595.14575"	"15"	""		"3.23672008"	"5.31940082"	"6"	"6"		""	"L11631"	
"595.27180"	"595.27177"	"347"	"1.5e+06"	D	"3.98410712"	"6.06634697"	"2"	"2"		"T2578n"	"L11631"	
"595.2885"	"595.28860"	"2"	""		"4.22036211"	"6.30254306"	"4"	"5"		""	"L11631"	
"595.3597"	"595.35968"	"1"	""		"4.59311043"	"6.67504280"	"4"	"3"		""	"L11631"	
"595.6460"	"595.64616"	"1"	""		"4.28330826"	"6.36423934"	"2"	"2"		""	"L11631"	
"595.66940"	"595.66934"	"407"	"5.15e+02"	B+	"0.85899575"	"2.93984587"	"5"	"4"		"T4920"	"L11631"	
"595.7864"	"595.78638"	"2"	""		"4.17769679"	"6.25813812"	"5"	"4"		""	"L11631"	
"595.8228"	"595.82274"	"16bl*"	""		"4.55852281"	"6.63883718"	"3"	"3"		""	"L11631"	
"595.8228"	"595.82309"	"16bl*"	""		"0.95815732"	"3.03847046"	"3"	"2"		""	"L11631"	
"595.83328"	"595.83325"	"14"	""		"2.17594512"	"4.25622280"	"3"	"3"		""	"L11631"	
"595.99142"	"595.99146"	"7"	""		"4.14264893"	"6.22237439"	"3"	"2"		""	"L11631"	
"596.0361"	"596.03620"	"1"	""		"5.08559017"	"7.16515953"	"2"	"2"		""	"L11631"	
"596.1524"	"596.15239"	"1"	""		"5.06740926"	"7.14657331"	"2"	"3"		""	"L11631"	
"596.1918"	"596.19178"	"2"	""		"4.22036211"	"6.29938878"	"4"	"4"		""	"L11631"	
"596.2219"	"596.22190"	"1"	""		"4.60695104"	"6.68587270"	"2"	"1"		""	"L11631"	
"596.3065"	"596.30543"	"2"	""		"3.64164057"	"5.72027099"	"3"	"3"		""	"L11631"	
"596.32382"	"596.32389"	"3"	""		"2.22271209"	"4.30127816"	"1"	"1"		""	"L11631"	
"596.5471"	"596.54690"	"2"	""		"4.23053960"	"6.30832866"	"0"	"1"		""	"L11631"	
"596.5694"	"596.56904"	"2"	""		"3.26711257"	"5.34482452"	"5"	"4"		""	"L11631"	
"596.59905"	"596.59887"	"5"	""		"4.95563019"	"7.03323823"	"3"	"3"		""	"L11631"	
"596.6980"	"596.69812"	"2"	""		"4.07581091"	"6.15307342"	"4"	"4"		""	"L11631"	
"596.95618"	"596.95619"	"7"	""		"4.28330826"	"6.35967275"	"2"	"3"		""	"L11631"	
"597.3470"	"597.34716"	"2"	""		"5.08559017"	"7.1605957"	"2"	"1"		""	"L11631"	
"597.5346"	"597.53471"	"257bl*"	""		"4.07581091"	"6.15016512"	"4"	"5"		""	"L11631"	
"597.5346"	"597.535"	"257bl*"	""		"4.83485507"	"6.909208?"	"1"	"0"		""	"L11631"	
"597.61600"	"597.61601"	"4"	""		"4.29441489"	"6.36848691"	"2"	"3"		""	"L11631"	
"597.64387"	"597.64384"	"7"	""		"4.17769679"	"6.25167222"	"5"	"4"		""	"L11631"	
"597.67767"	"597.67764"	"490"	""		"3.94332623"	"6.01718438"	"3"	"3"		""	"L11631"	
"597.8323"	"597.83254"	"2"	""		"5.02027939"	"7.09360019"	"0"	"1"		""	"L11631"	
"597.8894"	"597.88914"	"2"	""		"4.98804995"	"7.06117448"	"2"	"2"		""	"L11631"	
"598.13647"	"598.13647"	"4"	""		"3.63434980"	"5.70661711"	"6"	"6"		""	"L11631"	
"598.1754"	"598.17494"	"9bl"	""		"5.03306811"	"7.10520213"	"4"	"4"		""	"L11631"	
"598.2312"	"598.23100"	"4"	""		"4.91297355"	"6.98491341"	"4"	"3"		""	"L11631"	
"598.36806"	"598.36796"	"437"	""		"4.54850612"	"6.61997175"	"4"	"4"		""	"L11631"	
"598.48147"	"598.48148"	"690"	""		"4.73314079"	"6.80421351"	"3"	"2"		""	"L11631"	
"598.5188"	"598.51860"	"4"	""		"4.95563019"	"7.02657446"	"3"	"4"		""	"L11631"	
"598.69559"	"598.69555"	"10"	""		"3.30140276"	"5.37173492"	"4"	"3"		""	"L11631"	
"598.70645"	"598.70645"	"363"	""		"4.79546566"	"6.86576013"	"2"	"1"		""	"L11631"	
"598.8556"	"598.85558"	"2"	""		"5.06740926"	"7.13718820"	"2"	"3"		""	"L11631"	
"599.1261"	"599.12600"	"2"	""		"5.06378173"	"7.13262645"	"3"	"2"		""	"L11631"	
"599.2641"	"599.26416"	"1"	""		"4.17769679"	"6.24606454"	"5"	"5"		""	"L11631"	
"599.2998"	"599.29987"	"2"	""		"4.21758325"	"6.28582776"	"1"	"2"		""	"L11631"	
"599.4544"	"599.45429"	"1"	""		"3.54652001"	"5.61423177"	"2"	"2"		""	"L11631"	
"599.5914"	"599.59130"	"3"	""		"4.60695104"	"6.67419029"	"2"	"3"		""	"L11631"	
"599.76745"	"599.76746"	"4"	""		"5.06378173"	"7.1304138"	"3"	"3"		""	"L11631"	
"599.77774"	"599.77764"	"129"	""		"4.60759327"	"6.67419029"	"3"	"3"		""	"L11631"	
"599.89381"	"599.89385"	"3"	""		"3.63434980"	"5.70054647"	"6"	"7"		""	"L11631"	
"600.0630"	"600.06273"	"1"	""		"5.09954435"	"7.16515953"	"1"	"2"		""	"L11631"	
"600.30119"	"600.30108"	"980"	""		"3.88160368"	"5.94639870"	"4"	"4"		""	"L11631"	
"600.55409"	"600.55409"	"49"	""		"2.58810592"	"4.65203107"	"3"	"2"		""	"L11631"	
"600.77146"	"600.77143"	"6"	""		"3.26711257"	"5.33029109"	"5"	"5"		""	"L11631"	
"600.79597"	"600.79594"	"295"	""		"4.65203107"	"6.71512541"	"2"	"3"		""	"L11631"	
"600.85562"	"600.85556"	"1150"	""		"3.88350907"	"5.94639870"	"3"	"4"		""	"L11631"	
"600.9826"	"600.98209"	"3bl*"	""		"4.58438864"	"6.64684396"	"3"	"4"		""	"L11631"	
"600.9826"	"600.98263"	"3bl*"	""		"3.25148176"	"5.31393522"	"3"	"2"		""	"L11631"	
"601.22095"	"601.22095"	"56"	"1.69e+04"	C+	"2.22271209"	"4.28434800"	"1"	"0"		"T5783"	"L11631"	
"601.24373"	"601.24363"	"5"	""		"4.79546566"	"6.85702383"	"2"	"1"		""	"L11631"	
"601.2758"	"601.27548"	"1"	""		"4.55852281"	"6.61997175"	"3"	"4"		""	"L11631"	
"601.3914"	"601.39148"	"3"	""		"5.09954435"	"7.1605957"	"1"	"1"		""	"L11631"	
"601.52439"	"601.52432"	"5"	""		"2.22271209"	"4.28330826"	"1"	"2"		""	"L11631"	
"601.6047"	"601.60493"	"1"	""		"4.99127081"	"7.05159087"	"5"	"6"		""	"L11631"	
"601.82991"	"601.82991"	"13"	""		"4.65203107"	"6.71158094"	"2"	"1"		""	"L11631"	
"601.93655"	"601.93652"	"22"	""		"3.57321890"	"5.63240401"	"5"	"4"		""	"L11631"	
"602.00132"	""	"195"	""		""	""	""	""		""	"L11631"	
"602.01688"	"602.01681"	"930"	""		"4.60759327"	"6.66650376"	"3"	"4"		""	"L11631"	
"602.17908"	"602.17887"	"44"	""		"2.19786640"	"4.25622280"	"2"	"3"		""	"L11631"	
"602.40576"	"602.40569"	"2290"	""		"4.54850612"	"6.60608750"	"4"	"5"		""	"L11631"	
"602.70505"	"602.70506"	"600"	"1.36e+06"	C+	"4.07581091"	"6.13237029"	"4"	"5"		"T5720"	"L11631"	
"602.7723"	"602.77232"	"2"	""		"4.99127081"	"7.04760069"	"5"	"5"		""	"L11631"	
"602.7966"	"602.79649"	"2"	""		"4.60759327"	"6.66384071"	"3"	"3"		""	"L11631"	
"602.81063"	"602.8103"	"8"	""		"5.65471608"	"7.7109164"	"6"	"5"		""	"L11631"	
"603.40351"	"603.40347"	"19"	""		"4.31247059"	"6.36664959"	"5"	"4"		""	"L11631"	
"603.5337"	"603.53367"	"22bl*"	""		"4.29441489"	"6.34815078"	"2"	"2"		""	"L11631"	
"603.5337"	"603.53436"	"22bl*"	""		"4.59311043"	"6.64684396"	"4"	"4"		""	"L11631"	
"603.6457"	"603.64562"	"8bl"	""		"5.03306811"	"7.08642312"	"4"	"4"		""	"L11631"	
"604.20948"	""	"251"	""		""	""	""	""		""	"L11631"	
"604.2225"	"604.22254"	"2"	""		"4.65203107"	"6.70342551"	"2"	"2"		""	"L11631"	
"605.40738"	"605.40731"	"15"	""		"4.37135106"	"6.41873101"	"4"	"3"		""	"L11631"	
"605.5091"	"605.50895"	"2bl"	""		"5.08559017"	"7.13262645"	"2"	"2"		""	"L11631"	
"605.5401"	"605.54016"	"4"	""		"4.95563019"	"7.00256095"	"3"	"2"		""	"L11631"	
"605.60043"	"605.60043"	"550"	""		"4.73314079"	"6.77986785"	"3"	"4"		""	"L11631"	
"605.72581"	"605.72530"	"13"	""		"4.99127081"	"7.03757595"	"5"	"5"		""	"L11631"	
"606.06239"	"606.06218"	"3"	""		"1.55735733"	"3.60252504"	"3"	"3"		""	"L11631"	
"606.0808"	"606.08088"	"2"	""		"4.22036211"	"6.26546671"	"4"	"3"		""	"L11631"	
"606.28480"	"606.28473"	"34"	""		"2.17594512"	"4.22036211"	"3"	"4"		""	"L11631"	
"606.2944"	"606.29436"	"2"	""		"4.98804995"	"7.03243444"	"2"	"2"		""	"L11631"	
"606.5482"	"606.54814"	"4790bl*"	"1.07e+06"	B	"2.60850194"	"4.65203107"	"2"	"2"		"T4293"	"L11631"	
"606.5482"	"606.54848"	"4790bl*"	""		"4.95563019"	"6.99915820"	"3"	"4"		""	"L11631"	
"606.5800"	"606.58002"	"6"	""		"3.30140276"	"5.34482452"	"4"	"4"		""	"L11631"	
"607.1420"	"607.14195"	"5bl"	""		"4.98504395"	"7.02657446"	"3"	"4"		""	"L11631"	
"607.84907"	"607.84907"	"560"	""		"4.79546566"	"6.83462125"	"2"	"3"		""	"L11631"	
"607.90089"	"607.90074"	"148"	"2.9e+06"	E	"4.65203107"	"6.69101333"	"2"	"2"		"T2578n"	"L11631"	
"608.1710"	"608.17082"	"4"	""		"4.41527878"	"6.45335558"	"3"	"2"		""	"L11631"	
"608.1828"	"608.18284"	"2"	""		"4.14264893"	"6.18068544"	"3"	"3"		""	"L11631"	
"608.27102"	"608.27099"	"166"	"1.61e+04"	B	"2.22271209"	"4.26045326"	"1"	"1"		"T4187"	"L11631"	
"608.3663"	"608.36601"	"4"	""		"3.88350907"	"5.92093198"	"3"	"3"		""	"L11631"	
